# Time[s], Position[m]
33.800,-0.905
33.810,-1.045
33.820,-1.053
33.830,-1.035
33.840,-0.839
33.850,-1.075
33.860,-0.801
33.870,-0.902
33.880,-0.976
33.890,-1.192
33.900,-0.955
33.910,-0.893
33.920,-0.958
33.930,-0.974
33.940,-0.946
33.950,-0.938
33.960,-0.969
33.970,-0.928
33.980,-0.938
33.990,-0.861
34.000,-0.930
34.010,-0.876
34.020,-1.023
34.030,-0.974
34.040,-0.917
34.050,-0.965
34.060,-1.167
34.070,-0.921
34.080,-0.915
34.090,-1.027
34.100,-0.988
34.110,-0.859
34.120,-1.033
34.130,-0.925
34.140,-0.983
34.150,-1.004
34.160,-1.019
34.170,-0.823
34.180,-0.845
34.190,-0.960
34.200,-1.019
34.210,-0.880
34.220,-0.938
34.230,-0.736
34.240,-0.921
34.250,-0.790
34.260,-0.994
34.270,-0.918
34.280,-0.979
34.290,-0.888
34.300,-0.925
34.310,-1.012
34.320,-0.837
34.330,-1.001
34.340,-0.940
34.350,-0.815
34.360,-0.880
34.370,-0.981
34.380,-0.794
34.390,-0.989
34.400,-0.784
34.410,-1.006
34.420,-0.811
34.430,-0.882
34.440,-0.931
34.450,-0.940
34.460,-0.938
34.470,-0.900
34.480,-0.916
34.490,-0.923
34.500,-0.773
34.510,-0.830
34.520,-0.915
34.530,-0.890
34.540,-0.937
34.550,-0.893
34.560,-0.976
34.570,-0.925
34.580,-0.888
34.590,-0.808
34.600,-1.171
34.610,-1.122
34.620,-0.759
34.630,-0.965
34.640,-0.925
34.650,-0.936
34.660,-0.828
34.670,-1.023
34.680,-1.038
34.690,-1.028
34.700,-0.804
34.710,-0.793
34.720,-0.982
34.730,-0.990
34.740,-0.796
34.750,-0.972
34.760,-1.138
34.770,-0.925
34.780,-1.063
34.790,-0.967
34.800,-0.960
34.810,-0.928
34.820,-0.867
34.830,-0.850
34.840,-1.001
34.850,-0.809
34.860,-0.906
34.870,-0.928
34.880,-0.989
34.890,-1.031
34.900,-1.019
34.910,-1.061
34.920,-0.977
34.930,-0.831
34.940,-1.019
34.950,-1.021
34.960,-0.920
34.970,-0.989
34.980,-0.830
34.990,-0.899
35.000,-0.954
35.010,-0.948
35.020,-0.820
35.030,-0.859
35.040,-1.038
35.050,-1.074
35.060,-1.057
35.070,-0.779
35.080,-1.001
35.090,-1.028
35.100,-0.848
35.110,-0.879
35.120,-1.079
35.130,-0.967
35.140,-0.973
35.150,-0.880
35.160,-0.806
35.170,-0.900
35.180,-0.908
35.190,-0.849
35.200,-0.986
35.210,-1.069
35.220,-0.874
35.230,-0.811
35.240,-1.023
35.250,-0.954
35.260,-1.016
35.270,-0.919
35.280,-0.823
35.290,-0.796
35.300,-0.842
35.310,-1.126
35.320,-0.960
35.330,-0.829
35.340,-0.960
35.350,-0.953
35.360,-0.928
35.370,-0.900
35.380,-1.109
35.390,-0.901
35.400,-0.970
35.410,-1.039
35.420,-0.914
35.430,-0.880
35.440,-0.891
35.450,-1.041
35.460,-0.951
35.470,-0.849
35.480,-0.915
35.490,-0.914
35.500,-0.813
35.510,-1.121
35.520,-0.923
35.530,-0.888
35.540,-1.072
35.550,-1.089
35.560,-1.178
35.570,-0.961
35.580,-1.040
35.590,-1.083
35.600,-0.916
35.610,-1.023
35.620,-0.827
35.630,-0.917
35.640,-0.954
35.650,-1.099
35.660,-1.016
35.670,-0.963
35.680,-0.969
35.690,-1.007
35.700,-1.128
35.710,-1.049
35.720,-1.049
35.730,-1.021
35.740,-1.021
35.750,-1.038
35.760,-1.009
35.770,-1.011
35.780,-1.135
35.790,-0.735
35.800,-0.952
35.810,-0.958
35.820,-0.945
35.830,-0.976
35.840,-1.010
35.850,-1.143
35.860,-1.059
35.870,-0.964
35.880,-1.082
35.890,-0.966
35.900,-0.901
35.910,-1.031
35.920,-1.177
35.930,-0.989
35.940,-1.098
35.950,-1.149
35.960,-0.855
35.970,-0.724
35.980,-1.140
35.990,-0.862
36.000,-1.065
36.010,-0.903
36.020,-1.068
36.030,-1.093
36.040,-1.077
36.050,-1.120
36.060,-0.924
36.070,-0.957
36.080,-0.904
36.090,-1.050
36.100,-0.981
36.110,-0.879
36.120,-0.896
36.130,-0.972
36.140,-1.010
36.150,-0.921
36.160,-1.152
36.170,-0.936
36.180,-0.961
36.190,-1.071
36.200,-0.940
36.210,-0.935
36.220,-0.957
36.230,-1.188
36.240,-0.937
36.250,-1.015
36.260,-0.918
36.270,-0.973
36.280,-1.149
36.290,-1.046
36.300,-0.780
36.310,-0.875
36.320,-0.979
36.330,-0.993
36.340,-0.864
36.350,-1.010
36.360,-0.904
36.370,-1.077
36.380,-0.903
36.390,-0.975
36.400,-1.021
36.410,-0.985
36.420,-0.895
36.430,-0.914
36.440,-0.926
36.450,-0.944
36.460,-0.977
36.470,-0.872
36.480,-1.038
36.490,-0.960
36.500,-0.965
36.510,-0.993
36.520,-1.110
36.530,-1.153
36.540,-1.033
36.550,-1.018
36.560,-1.059
36.570,-1.094
36.580,-1.147
36.590,-1.027
36.600,-0.867
36.610,-0.930
36.620,-1.152
36.630,-0.910
36.640,-1.090
36.650,-1.027
36.660,-0.918
36.670,-0.841
36.680,-1.182
36.690,-1.162
36.700,-0.966
36.710,-1.036
36.720,-1.006
36.730,-1.071
36.740,-0.930
36.750,-1.177
36.760,-1.208
36.770,-0.983
36.780,-0.945
36.790,-0.944
36.800,-0.976
36.810,-0.845
36.820,-0.919
36.830,-0.947
36.840,-0.867
36.850,-0.998
36.860,-1.082
36.870,-1.166
36.880,-1.136
36.890,-1.057
36.900,-0.939
36.910,-0.953
36.920,-0.996
36.930,-1.066
36.940,-1.029
36.950,-0.949
36.960,-1.050
36.970,-1.105
36.980,-1.070
36.990,-0.993
37.000,-0.853
37.010,-1.123
37.020,-1.006
37.030,-1.074
37.040,-1.136
37.050,-1.132
37.060,-0.897
37.070,-0.977
37.080,-0.848
37.090,-0.951
37.100,-0.986
37.110,-1.002
37.120,-0.849
37.130,-0.876
37.140,-1.124
37.150,-1.035
37.160,-0.945
37.170,-1.023
37.180,-0.970
37.190,-1.159
37.200,-1.124
37.210,-1.051
37.220,-0.952
37.230,-0.987
37.240,-0.929
37.250,-1.025
37.260,-0.991
37.270,-1.190
37.280,-0.967
37.290,-0.926
37.300,-0.883
37.310,-0.905
37.320,-1.133
37.330,-1.138
37.340,-0.959
37.350,-1.000
37.360,-1.162
37.370,-1.109
37.380,-0.991
37.390,-0.899
37.400,-0.980
37.410,-1.011
37.420,-1.159
37.430,-1.105
37.440,-0.729
37.450,-1.147
37.460,-1.143
37.470,-1.023
37.480,-0.973
37.490,-0.876
37.500,-0.961
37.510,-1.046
37.520,-1.053
37.530,-1.015
37.540,-0.912
37.550,-1.029
37.560,-1.018
37.570,-0.813
37.580,-1.096
37.590,-0.701
37.600,-1.154
37.610,-1.077
37.620,-0.973
37.630,-0.776
37.640,-0.948
37.650,-0.952
37.660,-1.099
37.670,-1.081
37.680,-0.943
37.690,-0.980
37.700,-0.973
37.710,-1.065
37.720,-1.124
37.730,-1.160
37.740,-0.837
37.750,-1.107
37.760,-0.943
37.770,-0.928
37.780,-0.986
37.790,-1.024
37.800,-0.998
37.810,-1.000
37.820,-1.011
37.830,-1.049
37.840,-0.912
37.850,-0.997
37.860,-1.195
37.870,-0.923
37.880,-0.890
37.890,-0.931
37.900,-0.974
37.910,-1.135
37.920,-0.992
37.930,-1.070
37.940,-1.032
37.950,-0.968
37.960,-1.047
37.970,-0.917
37.980,-0.914
37.990,-1.093
38.000,-0.979
38.010,-1.037
38.020,-0.873
38.030,-0.946
38.040,-0.782
38.050,-1.185
38.060,-1.114
38.070,-1.131
38.080,-1.103
38.090,-1.080
38.100,-0.944
38.110,-1.026
38.120,-1.111
38.130,-0.933
38.140,-1.057
38.150,-1.076
38.160,-1.003
38.170,-0.985
38.180,-1.270
38.190,-1.079
38.200,-1.038
38.210,-0.948
38.220,-0.932
38.230,-0.987
38.240,-0.963
38.250,-1.058
38.260,-1.258
38.270,-1.054
38.280,-1.257
38.290,-1.020
38.300,-1.045
38.310,-0.919
38.320,-1.060
38.330,-0.729
38.340,-0.951
38.350,-0.881
38.360,-0.835
38.370,-0.768
38.380,-0.794
38.390,-1.214
38.400,-0.854
38.410,-0.871
38.420,-0.989
38.430,-0.990
38.440,-0.976
38.450,-0.943
38.460,-1.052
38.470,-1.000
38.480,-1.015
38.490,-0.975
38.500,-0.988
38.510,-0.902
38.520,-0.974
38.530,-1.321
38.540,-0.951
38.550,-0.957
38.560,-0.955
38.570,-0.968
38.580,-0.942
38.590,-1.113
38.600,-0.798
38.610,-1.080
38.620,-0.939
38.630,-0.970
38.640,-0.958
38.650,-0.982
38.660,-0.907
38.670,-0.885
38.680,-0.896
38.690,-1.041
38.700,-0.957
38.710,-1.145
38.720,-0.882
38.730,-0.906
38.740,-0.933
38.750,-0.937
38.760,-1.068
38.770,-0.900
38.780,-1.123
38.790,-0.798
38.800,-1.113
38.810,-0.971
38.820,-0.885
38.830,-1.291
38.840,-1.117
38.850,-0.933
38.860,-0.888
38.870,-1.086
38.880,-1.032
38.890,-1.126
38.900,-0.959
38.910,-0.889
38.920,-0.982
38.930,-0.908
38.940,-0.827
38.950,-0.963
38.960,-1.040
38.970,-0.795
38.980,-0.989
38.990,-0.868
39.000,-0.954
39.010,-1.073
39.020,-0.998
39.030,-1.049
39.040,-0.924
39.050,-0.937
39.060,-0.977
39.070,-1.039
39.080,-0.972
39.090,-0.895
39.100,-0.942
39.110,-0.917
39.120,-0.836
39.130,-0.990
39.140,-1.044
39.150,-0.995
39.160,-0.993
39.170,-0.962
39.180,-0.868
39.190,-0.882
39.200,-1.006
39.210,-0.906
39.220,-0.895
39.230,-0.953
39.240,-1.196
39.250,-0.826
39.260,-1.018
39.270,-0.911
39.280,-0.970
39.290,-1.008
39.300,-1.096
39.310,-0.914
39.320,-0.930
39.330,-0.952
39.340,-0.892
39.350,-0.823
39.360,-1.100
39.370,-0.710
39.380,-0.965
39.390,-1.109
39.400,-0.878
39.410,-1.011
39.420,-0.975
39.430,-0.976
39.440,-0.880
39.450,-1.080
39.460,-0.755
39.470,-1.111
39.480,-0.978
39.490,-0.760
39.500,-0.839
39.510,-0.883
39.520,-0.946
39.530,-0.885
39.540,-0.935
39.550,-1.071
39.560,-1.129
39.570,-0.886
39.580,-0.858
39.590,-0.808
39.600,-0.829
39.610,-0.956
39.620,-1.000
39.630,-0.849
39.640,-0.991
39.650,-0.868
39.660,-1.110
39.670,-1.086
39.680,-1.064
39.690,-0.934
39.700,-1.064
39.710,-0.771
39.720,-1.118
39.730,-0.830
39.740,-0.998
39.750,-1.041
39.760,-0.860
39.770,-0.983
39.780,-0.992
39.790,-0.997
39.800,-0.931
39.810,-0.807
39.820,-1.048
39.830,-0.893
39.840,-0.912
39.850,-0.923
39.860,-0.995
39.870,-1.203
39.880,-0.893
39.890,-1.078
39.900,-0.987
39.910,-0.896
39.920,-0.865
39.930,-0.869
39.940,-1.110
39.950,-0.843
39.960,-0.885
39.970,-0.888
39.980,-1.175
39.990,-0.846
40.000,-1.104
40.010,-0.915
40.020,-1.072
40.030,-1.060
40.040,-1.111
40.050,-0.843
40.060,-1.035
40.070,-0.908
40.080,-1.007
40.090,-1.135
40.100,-1.034
40.110,-0.914
40.120,-1.025
40.130,-0.948
40.140,-0.944
40.150,-0.963
40.160,-0.946
40.170,-1.043
40.180,-0.802
40.190,-0.946
40.200,-0.978
40.210,-0.735
40.220,-1.022
40.230,-0.882
40.240,-1.051
40.250,-0.893
40.260,-0.759
40.270,-0.924
40.280,-0.961
40.290,-0.785
40.300,-0.845
40.310,-1.082
40.320,-0.757
40.330,-0.929
40.340,-1.135
40.350,-1.083
40.360,-1.054
40.370,-1.120
40.380,-0.929
40.390,-0.929
40.400,-0.865
40.410,-0.826
40.420,-1.153
40.430,-0.968
40.440,-0.909
40.450,-0.945
40.460,-0.758
40.470,-1.128
40.480,-0.972
40.490,-0.885
40.500,-0.984
40.510,-1.054
40.520,-0.704
40.530,-0.851
40.540,-1.017
40.550,-0.812
40.560,-0.713
40.570,-0.804
40.580,-1.007
40.590,-0.943
40.600,-0.995
40.610,-1.015
40.620,-0.936
40.630,-0.936
40.640,-0.943
40.650,-0.850
40.660,-0.905
40.670,-0.885
40.680,-0.985
40.690,-0.850
40.700,-0.770
40.710,-0.908
40.720,-0.844
40.730,-1.003
40.740,-0.868
40.750,-1.004
40.760,-0.914
40.770,-0.825
40.780,-0.730
40.790,-0.853
40.800,-1.016
40.810,-0.965
40.820,-0.859
40.830,-1.078
40.840,-0.850
40.850,-1.147
40.860,-0.857
40.870,-0.919
40.880,-0.853
40.890,-1.011
40.900,-0.848
40.910,-0.847
40.920,-0.980
40.930,-0.661
40.940,-0.831
40.950,-0.899
40.960,-0.842
40.970,-0.917
40.980,-0.841
40.990,-0.984
41.000,-0.870
41.010,-1.045
41.020,-1.047
41.030,-0.926
41.040,-1.010
41.050,-0.952
41.060,-0.962
41.070,-0.912
41.080,-0.918
41.090,-0.765
41.100,-0.797
41.110,-1.213
41.120,-0.628
41.130,-0.792
41.140,-0.929
41.150,-1.028
41.160,-0.935
41.170,-0.956
41.180,-0.840
41.190,-0.837
41.200,-1.027
41.210,-0.848
41.220,-0.964
41.230,-0.983
41.240,-0.904
41.250,-0.858
41.260,-0.833
41.270,-0.709
41.280,-0.885
41.290,-1.014
41.300,-0.840
41.310,-0.964
41.320,-0.692
41.330,-0.819
41.340,-0.934
41.350,-1.021
41.360,-0.934
41.370,-0.906
41.380,-1.021
41.390,-0.977
41.400,-0.918
41.410,-0.868
41.420,-0.889
41.430,-0.879
41.440,-0.831
41.450,-0.946
41.460,-0.919
41.470,-0.914
41.480,-0.980
41.490,-0.912
41.500,-0.933
41.510,-0.912
41.520,-0.986
41.530,-0.901
41.540,-1.068
41.550,-0.815
41.560,-0.863
41.570,-1.015
41.580,-0.872
41.590,-0.792
41.600,-0.810
41.610,-0.526
41.620,-0.842
41.630,-0.816
41.640,-0.875
41.650,-0.709
41.660,-1.009
41.670,-0.757
41.680,-0.715
41.690,-0.724
41.700,-0.827
41.710,-0.957
41.720,-0.713
41.730,-0.895
41.740,-0.746
41.750,-0.782
41.760,-0.933
41.770,-0.929
41.780,-0.892
41.790,-0.734
41.800,-0.823
41.810,-0.885
41.820,-0.896
41.830,-0.812
41.840,-0.957
41.850,-0.934
41.860,-0.817
41.870,-0.854
41.880,-0.885
41.890,-0.870
41.900,-0.852
41.910,-0.838
41.920,-0.830
41.930,-0.834
41.940,-0.791
41.950,-0.984
41.960,-0.733
41.970,-0.837
41.980,-0.988
41.990,-0.757
42.000,-0.754
42.010,-0.655
42.020,-0.748
42.030,-1.014
42.040,-0.776
42.050,-0.962
42.060,-0.797
42.070,-0.967
42.080,-0.715
42.090,-0.660
42.100,-0.703
42.110,-0.759
42.120,-0.709
42.130,-0.826
42.140,-0.922
42.150,-0.874
42.160,-0.887
42.170,-0.902
42.180,-0.981
42.190,-0.746
42.200,-0.726
42.210,-0.906
42.220,-0.813
42.230,-0.690
42.240,-0.867
42.250,-0.716
42.260,-0.795
42.270,-0.821
42.280,-0.769
42.290,-0.809
42.300,-0.842
42.310,-1.001
42.320,-0.934
42.330,-0.769
42.340,-0.819
42.350,-0.889
42.360,-0.621
42.370,-0.816
42.380,-0.609
42.390,-0.764
42.400,-0.712
42.410,-0.455
42.420,-0.737
42.430,-0.828
42.440,-0.691
42.450,-0.807
42.460,-0.960
42.470,-0.902
42.480,-0.910
42.490,-0.987
42.500,-0.873
42.510,-0.791
42.520,-0.939
42.530,-0.694
42.540,-0.781
42.550,-0.786
42.560,-0.686
42.570,-0.617
42.580,-0.863
42.590,-0.878
42.600,-0.722
42.610,-0.742
42.620,-0.687
42.630,-0.774
42.640,-0.874
42.650,-0.904
42.660,-0.801
42.670,-0.847
42.680,-0.848
42.690,-0.593
42.700,-0.716
42.710,-0.920
42.720,-0.827
42.730,-0.985
42.740,-0.652
42.750,-0.822
42.760,-0.688
42.770,-0.931
42.780,-0.748
42.790,-0.851
42.800,-0.737
42.810,-0.978
42.820,-0.856
42.830,-0.838
42.840,-0.716
42.850,-0.737
42.860,-0.835
42.870,-0.761
42.880,-0.793
42.890,-0.886
42.900,-0.784
42.910,-0.784
42.920,-0.790
42.930,-0.741
42.940,-0.719
42.950,-0.891
42.960,-0.807
42.970,-0.706
42.980,-0.667
42.990,-0.790
43.000,-0.732
43.010,-0.884
43.020,-0.873
43.030,-0.712
43.040,-0.623
43.050,-0.725
43.060,-0.581
43.070,-0.694
43.080,-0.715
43.090,-0.744
43.100,-0.643
43.110,-0.718
43.120,-0.773
43.130,-0.787
43.140,-0.817
43.150,-0.807
43.160,-0.820
43.170,-0.695
43.180,-0.738
43.190,-0.770
43.200,-0.697
43.210,-0.730
43.220,-0.827
43.230,-0.747
43.240,-0.797
43.250,-0.876
43.260,-0.778
43.270,-0.553
43.280,-0.956
43.290,-0.820
43.300,-0.826
43.310,-0.809
43.320,-0.684
43.330,-0.756
43.340,-0.713
43.350,-0.699
43.360,-0.500
43.370,-0.787
43.380,-0.824
43.390,-0.799
43.400,-0.661
43.410,-0.642
43.420,-0.725
43.430,-0.730
43.440,-0.719
43.450,-0.733
43.460,-0.780
43.470,-0.673
43.480,-0.813
43.490,-0.708
43.500,-0.827
43.510,-0.654
43.520,-0.723
43.530,-0.729
43.540,-0.766
43.550,-0.952
43.560,-0.640
43.570,-0.529
43.580,-0.848
43.590,-0.642
43.600,-0.836
43.610,-0.872
43.620,-0.833
43.630,-0.682
43.640,-0.811
43.650,-0.736
43.660,-0.839
43.670,-0.674
43.680,-0.704
43.690,-0.579
43.700,-0.643
43.710,-0.763
43.720,-0.683
43.730,-0.786
43.740,-0.865
43.750,-0.812
43.760,-0.775
43.770,-0.655
43.780,-0.703
43.790,-0.777
43.800,-0.574
43.810,-0.780
43.820,-0.780
43.830,-0.705
43.840,-0.713
43.850,-0.731
43.860,-0.615
43.870,-0.671
43.880,-0.840
43.890,-0.833
43.900,-0.737
43.910,-0.601
43.920,-0.729
43.930,-0.545
43.940,-0.554
43.950,-0.756
43.960,-0.738
43.970,-0.881
43.980,-0.769
43.990,-0.635
44.000,-0.747
44.010,-0.878
44.020,-0.454
44.030,-0.917
44.040,-0.546
44.050,-0.828
44.060,-0.682
44.070,-0.691
44.080,-0.566
44.090,-0.886
44.100,-0.702
44.110,-0.689
44.120,-0.741
44.130,-0.781
44.140,-0.674
44.150,-0.681
44.160,-0.561
44.170,-0.661
44.180,-0.633
44.190,-0.580
44.200,-0.995
44.210,-0.501
44.220,-0.561
44.230,-0.640
44.240,-0.678
44.250,-0.829
44.260,-0.548
44.270,-0.577
44.280,-0.595
44.290,-0.597
44.300,-0.606
44.310,-0.718
44.320,-0.622
44.330,-0.530
44.340,-0.593
44.350,-0.623
44.360,-0.697
44.370,-0.483
44.380,-0.617
44.390,-0.694
44.400,-0.661
44.410,-0.681
44.420,-0.696
44.430,-0.670
44.440,-0.371
44.450,-0.654
44.460,-0.642
44.470,-0.613
44.480,-0.661
44.490,-0.781
44.500,-0.529
44.510,-0.510
44.520,-0.512
44.530,-0.764
44.540,-0.665
44.550,-0.651
44.560,-0.478
44.570,-0.798
44.580,-0.601
44.590,-0.696
44.600,-0.595
44.610,-0.660
44.620,-0.483
44.630,-0.523
44.640,-0.716
44.650,-0.686
44.660,-0.665
44.670,-0.464
44.680,-0.679
44.690,-0.646
44.700,-0.697
44.710,-0.679
44.720,-0.649
44.730,-0.700
44.740,-0.629
44.750,-0.497
44.760,-0.640
44.770,-0.612
44.780,-0.669
44.790,-0.612
44.800,-0.642
44.810,-0.831
44.820,-0.453
44.830,-0.557
44.840,-0.862
44.850,-0.502
44.860,-0.532
44.870,-0.560
44.880,-0.527
44.890,-0.705
44.900,-0.622
44.910,-0.721
44.920,-0.586
44.930,-0.859
44.940,-0.459
44.950,-0.625
44.960,-0.415
44.970,-0.679
44.980,-0.542
44.990,-0.545
45.000,-0.704
45.010,-0.524
45.020,-0.535
45.030,-0.479
45.040,-0.641
45.050,-0.498
45.060,-0.649
45.070,-0.453
45.080,-0.612
45.090,-0.761
45.100,-0.523
45.110,-0.457
45.120,-0.572
45.130,-0.591
45.140,-0.443
45.150,-0.570
45.160,-0.766
45.170,-0.608
45.180,-0.543
45.190,-0.582
45.200,-0.537
45.210,-0.434
45.220,-0.657
45.230,-0.608
45.240,-0.645
45.250,-0.771
45.260,-0.604
45.270,-0.588
45.280,-0.729
45.290,-0.767
45.300,-0.608
45.310,-0.633
45.320,-0.535
45.330,-0.563
45.340,-0.683
45.350,-0.681
45.360,-0.567
45.370,-0.528
45.380,-0.372
45.390,-0.737
45.400,-0.632
45.410,-0.714
45.420,-0.542
45.430,-0.642
45.440,-0.834
45.450,-0.595
45.460,-0.418
45.470,-0.624
45.480,-0.473
45.490,-0.588
45.500,-0.465
45.510,-0.570
45.520,-0.707
45.530,-0.660
45.540,-0.637
45.550,-0.483
45.560,-0.529
45.570,-0.689
45.580,-0.457
45.590,-0.755
45.600,-0.374
45.610,-0.559
45.620,-0.653
45.630,-0.507
45.640,-0.387
45.650,-0.463
45.660,-0.569
45.670,-0.533
45.680,-0.553
45.690,-0.685
45.700,-0.552
45.710,-0.638
45.720,-0.654
45.730,-0.578
45.740,-0.716
45.750,-0.365
45.760,-0.376
45.770,-0.512
45.780,-0.473
45.790,-0.452
45.800,-0.390
45.810,-0.509
45.820,-0.478
45.830,-0.530
45.840,-0.530
45.850,-0.524
45.860,-0.544
45.870,-0.461
45.880,-0.312
45.890,-0.469
45.900,-0.379
45.910,-0.452
45.920,-0.687
45.930,-0.492
45.940,-0.442
45.950,-0.631
45.960,-0.412
45.970,-0.455
45.980,-0.492
45.990,-0.401
46.000,-0.526
46.010,-0.563
46.020,-0.564
46.030,-0.450
46.040,-0.403
46.050,-0.533
46.060,-0.762
46.070,-0.585
46.080,-0.501
46.090,-0.491
46.100,-0.668
46.110,-0.646
46.120,-0.356
46.130,-0.318
46.140,-0.324
46.150,-0.622
46.160,-0.378
46.170,-0.565
46.180,-0.475
46.190,-0.614
46.200,-0.542
46.210,-0.353
46.220,-0.423
46.230,-0.453
46.240,-0.455
46.250,-0.555
46.260,-0.533
46.270,-0.467
46.280,-0.441
46.290,-0.399
46.300,-0.508
46.310,-0.355
46.320,-0.472
46.330,-0.538
46.340,-0.448
46.350,-0.383
46.360,-0.617
46.370,-0.409
46.380,-0.654
46.390,-0.586
46.400,-0.275
46.410,-0.384
46.420,-0.463
46.430,-0.514
46.440,-0.274
46.450,-0.500
46.460,-0.523
46.470,-0.496
46.480,-0.332
46.490,-0.505
46.500,-0.346
46.510,-0.456
46.520,-0.349
46.530,-0.370
46.540,-0.411
46.550,-0.315
46.560,-0.480
46.570,-0.448
46.580,-0.305
46.590,-0.094
46.600,-0.628
46.610,-0.302
46.620,-0.527
46.630,-0.239
46.640,-0.378
46.650,-0.225
46.660,-0.367
46.670,-0.573
46.680,-0.298
46.690,-0.485
46.700,-0.403
46.710,-0.303
46.720,-0.316
46.730,-0.480
46.740,-0.326
46.750,-0.329
46.760,-0.384
46.770,-0.445
46.780,-0.574
46.790,-0.537
46.800,-0.524
46.810,-0.247
46.820,-0.313
46.830,-0.405
46.840,-0.274
46.850,-0.308
46.860,-0.335
46.870,-0.327
46.880,-0.418
46.890,-0.347
46.900,-0.451
46.910,-0.531
46.920,-0.280
46.930,-0.425
46.940,-0.327
46.950,-0.316
46.960,-0.391
46.970,-0.147
46.980,-0.476
46.990,-0.247
47.000,-0.444
47.010,-0.284
47.020,-0.455
47.030,-0.493
47.040,-0.324
47.050,-0.242
47.060,-0.441
47.070,-0.209
47.080,-0.521
47.090,-0.407
47.100,-0.276
47.110,-0.334
47.120,-0.312
47.130,-0.517
47.140,-0.396
47.150,-0.326
47.160,-0.293
47.170,-0.585
47.180,-0.308
47.190,-0.427
47.200,-0.275
47.210,-0.315
47.220,-0.390
47.230,-0.358
47.240,-0.388
47.250,-0.318
47.260,-0.423
47.270,-0.533
47.280,-0.348
47.290,-0.322
47.300,-0.200
47.310,-0.066
47.320,-0.319
47.330,-0.334
47.340,-0.461
47.350,-0.238
47.360,-0.323
47.370,-0.438
47.380,-0.476
47.390,-0.270
47.400,-0.461
47.410,-0.393
47.420,-0.241
47.430,-0.440
47.440,-0.015
47.450,-0.420
47.460,-0.251
47.470,-0.356
47.480,-0.454
47.490,-0.470
47.500,-0.055
47.510,-0.241
47.520,-0.451
47.530,-0.303
47.540,-0.276
47.550,-0.311
47.560,-0.212
47.570,-0.308
47.580,-0.186
47.590,-0.210
47.600,-0.322
47.610,-0.351
47.620,-0.400
47.630,-0.268
47.640,-0.221
47.650,-0.252
47.660,-0.139
47.670,-0.377
47.680,-0.310
47.690,-0.318
47.700,-0.307
47.710,-0.257
47.720,-0.363
47.730,-0.325
47.740,-0.269
47.750,-0.209
47.760,-0.367
47.770,-0.429
47.780,-0.424
47.790,-0.168
47.800,-0.216
47.810,-0.261
47.820,-0.430
47.830,-0.101
47.840,-0.264
47.850,-0.250
47.860,-0.223
47.870,-0.182
47.880,-0.309
47.890,-0.344
47.900,-0.125
47.910,-0.303
47.920,-0.288
47.930,-0.378
47.940,-0.328
47.950,0.027
47.960,-0.302
47.970,-0.300
47.980,-0.253
47.990,-0.208
48.000,-0.178
48.010,-0.343
48.020,-0.092
48.030,-0.295
48.040,-0.142
48.050,-0.206
48.060,-0.269
48.070,-0.368
48.080,-0.177
48.090,-0.228
48.100,-0.223
48.110,-0.155
48.120,-0.095
48.130,-0.021
48.140,-0.283
48.150,-0.200
48.160,-0.170
48.170,-0.015
48.180,-0.131
48.190,-0.133
48.200,-0.286
48.210,-0.260
48.220,-0.287
48.230,-0.114
48.240,-0.131
48.250,-0.037
48.260,-0.188
48.270,-0.180
48.280,-0.286
48.290,-0.313
48.300,-0.113
48.310,-0.303
48.320,-0.213
48.330,-0.237
48.340,-0.489
48.350,-0.248
48.360,-0.263
48.370,-0.068
48.380,-0.229
48.390,-0.123
48.400,-0.280
48.410,-0.257
48.420,-0.059
48.430,-0.150
48.440,-0.140
48.450,-0.072
48.460,-0.171
48.470,-0.155
48.480,-0.222
48.490,-0.134
48.500,-0.185
48.510,-0.297
48.520,-0.030
48.530,-0.325
48.540,-0.292
48.550,-0.122
48.560,-0.304
48.570,-0.092
48.580,-0.185
48.590,-0.127
48.600,-0.257
48.610,-0.304
48.620,-0.131
48.630,-0.205
48.640,-0.094
48.650,-0.176
48.660,-0.098
48.670,-0.085
48.680,-0.288
48.690,-0.158
48.700,-0.241
48.710,-0.178
48.720,-0.118
48.730,-0.141
48.740,-0.197
48.750,-0.082
48.760,-0.144
48.770,-0.271
48.780,-0.116
48.790,0.026
48.800,-0.060
48.810,-0.220
48.820,-0.226
48.830,-0.192
48.840,-0.108
48.850,-0.058
48.860,-0.187
48.870,-0.179
48.880,-0.243
48.890,-0.335
48.900,-0.101
48.910,-0.125
48.920,-0.099
48.930,-0.016
48.940,-0.355
48.950,-0.103
48.960,-0.186
48.970,-0.050
48.980,-0.231
48.990,-0.103
49.000,-0.144
49.010,-0.079
49.020,-0.183
49.030,-0.072
49.040,-0.136
49.050,-0.143
49.060,-0.193
49.070,-0.214
49.080,-0.024
49.090,-0.176
49.100,-0.184
49.110,-0.118
49.120,-0.157
49.130,-0.336
49.140,-0.182
49.150,-0.119
49.160,-0.031
49.170,-0.312
49.180,-0.053
49.190,-0.222
49.200,-0.103
49.210,-0.103
49.220,-0.074
49.230,-0.135
49.240,-0.166
49.250,-0.007
49.260,0.046
49.270,-0.098
49.280,-0.110
49.290,-0.158
49.300,-0.192
49.310,-0.112
49.320,-0.112
49.330,-0.229
